序号,主修专业,GPA分段,挂科门数,奖学金级别,四六级成绩,计算机等级,双学位辅修,实习类型,实习企业规模,实习岗位相关性,岗位类型,岗位名称,起薪
2304,通信工程,3.5+,0,校奖,562 (通过),二级,无,毕业实习,行业龙头,部分相关,技术岗,自动化控制师,12500
2305,信息安全,3.5+,0,省奖,540 (通过),四级,无,毕业实习,世界500强,部分相关,技术岗,系统架构师,15000
2306,自动化,3.5+,0,省奖,651 (通过),三级,无,日常实习,行业龙头,部分相关,技术岗,自动化控制师,12500
2307,自动化,3.0-3.5,0,省奖,436 (通过),二级,无,暑期实习,中小型企业,完全相关,技术岗,自动化控制师,11500
2308,土木工程,3.0-3.5,0,无,558 (通过),三级,无,日常实习,央企,完全相关,技术岗,材料研发员,9500
2309,电子工程,3.5+,0,校奖,613 (通过),三级,无,暑期实习,央企,完全相关,技术岗,电子工程师,11000
2310,土木工程,3.5+,0,省奖,591 (通过),二级,无,暑期实习,民营企业,完全相关,技术岗,机械设计师,10500
2311,会计学,2.0-3.0,1,无,388 (未通过),无,无,毕业实习,外资企业,完全相关,非技术岗,HRBP,10000
2312,通信工程,3.0-3.5,0,无,419 (未通过),三级,无,毕业实习,央企,完全相关,技术岗,自动化控制师,12500
2313,自动化,3.0-3.5,0,无,450 (通过),三级,无,日常实习,行业龙头,完全相关,非技术岗,技术顾问,12000
2314,市场营销,2.0-3.0,0,无,319 (未通过),二级,无,暑期实习,外资企业,完全相关,技术岗,财务分析师,11000
2315,土木工程,2.0-3.0,0,无,409 (未通过),三级,工商管理,暑期实习,国企,部分相关,技术岗,结构工程师,10000
2316,汉语言文学,2.0-3.0,0,无,469 (通过),无,无,暑期实习,教育机构,完全相关,技术岗,其他,8000
2317,英语,3.0-3.5,0,无,465 (通过),一级,无,暑期实习,教育机构,完全相关,技术岗,其他,7000
2318,材料工程,3.0-3.5,0,无,346 (未通过),三级,无,暑期实习,国企,完全相关,技术岗,材料研发员,9500
2319,工商管理,3.5+,0,无,501 (通过),二级,无,暑期实习,四大会计师事务所,完全相关,技术岗,量化研究员,11500
2320,自动化,3.5+,0,省奖,526 (通过),二级,无,毕业实习,行业龙头,完全相关,非技术岗,技术顾问,11500
2321,金融学,3.5+,0,国奖,579 (通过),二级,计算机科学,日常实习,外资企业,完全相关,非技术岗,供应链管理,11500
2322,自动化,3.0-3.5,0,无,524 (通过),三级,无,毕业实习,行业龙头,部分相关,技术岗,自动化控制师,12000
2323,软件工程,3.5+,0,校奖,477 (通过),四级,金融学,暑期实习,上市科技公司,完全相关,技术岗,数据分析师,14000
2324,计算机科学与技术,3.0-3.5,0,省奖,536 (通过),三级,无,暑期实习,上市科技公司,部分相关,非技术岗,产品经理,13000
2325,新闻学,2.0-3.0,1,无,337 (未通过),一级,无,暑期实习,传媒机构,完全相关,非技术岗,内容运营,7500
2326,信息安全,3.5+,0,校奖,561 (通过),三级,无,毕业实习,世界500强,完全相关,非技术岗,产品经理,14000
2327,新闻学,2.0-3.0,0,无,494 (通过),无,无,暑期实习,传媒机构,完全相关,非技术岗,内容运营,7500
2328,汉语言文学,2.0-3.0,0,无,429 (通过),无,经济学,毕业实习,教育机构,部分相关,非技术岗,内容运营,8000
2329,市场营销,2.0-3.0,0,无,300 (未通过),无,无,暑期实习,四大会计师事务所,完全相关,技术岗,财务分析师,11000
2330,电子工程,3.0-3.5,0,无,509 (通过),三级,无,暑期实习,行业龙头,完全相关,非技术岗,项目协调员,11500
2331,新闻学,2.0-3.0,0,无,427 (通过),无,无,暑期实习,自由职业,完全相关,技术岗,其他,8000
2332,工商管理,3.5+,0,国奖,546 (通过),无,无,暑期实习,外资企业,部分相关,非技术岗,供应链管理,11500
2333,计算机科学与技术,3.5+,0,校奖,595 (通过),三级,无,暑期实习,独角兽企业,完全相关,技术岗,算法工程师,14000
2334,自动化,2.0-3.0,0,无,463 (通过),二级,无,毕业实习,中小型企业,部分相关,技术岗,通信工程师,12500
2335,计算机科学与技术,2.0-3.0,1,无,420 (未通过),四级,无,日常实习,世界500强,部分相关,非技术岗,IT项目经理,13500
2336,土木工程,3.0-3.5,0,无,427 (通过),二级,无,日常实习,央企,部分相关,技术岗,材料研发员,10000
2337,电子工程,3.0-3.5,0,无,480 (通过),二级,无,日常实习,行业龙头,部分相关,非技术岗,技术顾问,12500
2338,电子工程,3.0-3.5,0,无,437 (通过),三级,无,暑期实习,研究院所,完全相关,技术岗,自动化控制师,12000
2339,电子工程,3.5+,0,校奖,628 (通过),三级,无,暑期实习,央企,完全相关,非技术岗,技术顾问,12500
2340,机械工程,3.5+,0,校奖,516 (通过),二级,无,日常实习,民营企业,部分相关,非技术岗,质量检测员,10500
2341,材料工程,3.5+,0,省奖,577 (通过),三级,计算机科学,暑期实习,国企,完全相关,技术岗,结构工程师,11000
2342,土木工程,3.0-3.5,0,校奖,537 (通过),二级,无,日常实习,国企,完全相关,技术岗,结构工程师,10500
2343,金融学,3.5+,0,无,498 (通过),二级,无,毕业实习,创业公司,完全相关,技术岗,量化研究员,12000
2344,土木工程,3.5+,0,国奖,613 (通过),二级,无,日常实习,央企,部分相关,技术岗,机械设计师,9500
2345,电子工程,3.0-3.5,0,无,430 (通过),三级,无,毕业实习,研究院所,部分相关,非技术岗,技术顾问,12500
2346,人工智能,3.5+,0,无,579 (通过),三级,无,日常实习,中小型企业,完全相关,技术岗,软件开发工程师,13000
2347,工商管理,2.0-3.0,0,无,518 (通过),二级,无,毕业实习,金融机构,完全相关,技术岗,量化研究员,9500
2348,市场营销,3.0-3.5,0,无,563 (通过),二级,计算机科学,毕业实习,外资企业,完全相关,非技术岗,HRBP,10500
2349,人工智能,3.5+,0,国奖,571 (通过),三级,无,日常实习,世界500强,完全相关,非技术岗,技术销售,15000
2350,工商管理,3.0-3.5,0,无,557 (通过),二级,心理学,日常实习,金融机构,完全相关,技术岗,财务分析师,10500
2351,自动化,3.5+,0,无,501 (通过),二级,无,毕业实习,研究院所,部分相关,技术岗,电子工程师,11500
2352,材料工程,3.0-3.5,0,无,496 (通过),三级,工商管理,日常实习,国企,部分相关,技术岗,机械设计师,9500
2353,通信工程,2.0-3.0,0,无,494 (通过),三级,无,暑期实习,行业龙头,部分相关,技术岗,通信工程师,12500
2354,金融学,3.0-3.5,0,无,425 (通过),二级,无,毕业实习,创业公司,完全相关,技术岗,量化研究员,11500
2355,电子工程,3.5+,0,校奖,565 (通过),三级,无,日常实习,中小型企业,完全相关,技术岗,自动化控制师,12000
2356,汉语言文学,3.0-3.5,0,无,571 (通过),一级,无,暑期实习,教育机构,完全相关,技术岗,其他,7500
2357,自动化,2.0-3.0,0,无,448 (通过),三级,无,暑期实习,中小型企业,部分相关,技术岗,自动化控制师,11500
2358,人工智能,3.0-3.5,0,无,436 (通过),三级,无,日常实习,独角兽企业,部分相关,非技术岗,IT项目经理,13000
2359,工商管理,3.0-3.5,0,无,473 (通过),二级,无,暑期实习,四大会计师事务所,完全相关,技术岗,财务分析师,11000
2360,市场营销,3.0-3.5,0,无,392 (未通过),二级,无,日常实习,金融机构,部分相关,技术岗,财务分析师,10000
2361,土木工程,3.0-3.5,0,无,469 (通过),二级,无,暑期实习,国企,完全相关,技术岗,结构工程师,10500
2362,自动化,3.0-3.5,0,无,433 (通过),三级,无,日常实习,央企,完全相关,技术岗,通信工程师,11500
2363,市场营销,2.0-3.0,1,无,374 (未通过),二级,无,日常实习,金融机构,完全相关,非技术岗,市场营销专员,10000
2364,软件工程,3.5+,0,校奖,566 (通过),四级,无,日常实习,世界500强,完全相关,技术岗,数据分析师,17500
2365,材料工程,3.5+,0,校奖,539 (通过),二级,无,毕业实习,国企,部分相关,技术岗,材料研发员,10000
2366,法学,3.5+,0,校奖,589 (通过),一级,无,毕业实习,传媒机构,部分相关,技术岗,其他,9000
2367,人工智能,2.0-3.0,1,无,449 (通过),三级,无,暑期实习,上市科技公司,完全相关,技术岗,数据分析师,13500
2368,电子工程,3.5+,0,校奖,538 (通过),三级,无,日常实习,行业龙头,无关,非技术岗,技术顾问,13000
2369,通信工程,3.0-3.5,0,无,422 (未通过),三级,无,毕业实习,行业龙头,无关,技术岗,电子工程师,11500
2370,计算机科学与技术,3.0-3.5,0,无,516 (通过),三级,无,暑期实习,独角兽企业,完全相关,非技术岗,技术销售,13000
2371,金融学,2.0-3.0,0,无,364 (未通过),无,无,日常实习,外资企业,完全相关,非技术岗,市场营销专员,11000
2372,新闻学,3.5+,0,省奖,492 (通过),无,无,日常实习,自由职业,完全相关,技术岗,其他,8500
2373,会计学,2.0-3.0,0,无,445 (通过),二级,无,日常实习,四大会计师事务所,完全相关,技术岗,量化研究员,10000
2374,通信工程,3.0-3.5,0,无,476 (通过),二级,无,暑期实习,央企,部分相关,技术岗,自动化控制师,12000
2375,计算机科学与技术,3.0-3.5,0,无,407 (未通过),四级,无,日常实习,中小型企业,部分相关,技术岗,数据分析师,13500
2376,英语,3.0-3.5,0,省奖,417 (未通过),无,经济学,日常实习,传媒机构,完全相关,技术岗,其他,7500
2377,计算机科学与技术,3.5+,0,无,638 (通过),三级,无,日常实习,中小型企业,完全相关,技术岗,算法工程师,12500
2378,计算机科学与技术,3.0-3.5,0,省奖,529 (通过),三级,无,暑期实习,上市科技公司,部分相关,技术岗,数据分析师,14000
2379,汉语言文学,2.0-3.0,0,无,427 (通过),无,无,暑期实习,自由职业,完全相关,技术岗,其他,8000
2380,机械工程,2.0-3.0,0,无,518 (通过),三级,无,暑期实习,国企,完全相关,技术岗,机械设计师,9500
2381,自动化,3.0-3.5,0,无,475 (通过),三级,无,日常实习,中小型企业,部分相关,非技术岗,技术顾问,11500
2382,电子工程,3.0-3.5,0,校奖,563 (通过),二级,无,暑期实习,央企,无关,技术岗,通信工程师,11000
2383,电子工程,3.5+,0,校奖,517 (通过),二级,无,毕业实习,央企,部分相关,技术岗,通信工程师,12500
2384,工商管理,2.0-3.0,0,无,300 (未通过),二级,无,日常实习,四大会计师事务所,部分相关,非技术岗,HRBP,10500
2385,工商管理,3.0-3.5,0,校奖,547 (通过),无,计算机科学,日常实习,外资企业,完全相关,技术岗,财务分析师,10500
2386,金融学,2.0-3.0,0,无,371 (未通过),无,无,暑期实习,创业公司,完全相关,技术岗,量化研究员,11500
2387,自动化,3.5+,0,省奖,542 (通过),三级,无,暑期实习,中小型企业,完全相关,非技术岗,项目协调员,13000
2388,金融学,3.5+,0,校奖,528 (通过),二级,计算机科学,暑期实习,外资企业,部分相关,技术岗,量化研究员,10500
2389,自动化,3.5+,0,国奖,587 (通过),二级,无,暑期实习,研究院所,部分相关,技术岗,电子工程师,12500
2390,自动化,3.5+,0,无,553 (通过),二级,无,日常实习,中小型企业,无关,技术岗,通信工程师,12500
2391,自动化,3.0-3.5,0,无,570 (通过),二级,无,日常实习,央企,无关,技术岗,电子工程师,12500
2392,软件工程,3.0-3.5,0,无,498 (通过),三级,无,毕业实习,上市科技公司,完全相关,技术岗,软件开发工程师,13000
2393,会计学,2.0-3.0,1,无,349 (未通过),二级,计算机科学,毕业实习,外资企业,完全相关,技术岗,财务分析师,10000
2394,软件工程,3.0-3.5,0,无,562 (通过),三级,金融学,暑期实习,独角兽企业,完全相关,非技术岗,技术销售,13500
2395,金融学,2.0-3.0,0,无,349 (未通过),无,无,暑期实习,创业公司,完全相关,非技术岗,HRBP,10500
2396,自动化,3.0-3.5,0,省奖,477 (通过),三级,无,日常实习,行业龙头,完全相关,非技术岗,技术顾问,11500
2397,汉语言文学,3.5+,0,校奖,580 (通过),无,无,毕业实习,自由职业,完全相关,技术岗,其他,7500
2398,会计学,2.0-3.0,0,无,460 (通过),二级,心理学,日常实习,外资企业,完全相关,技术岗,量化研究员,11500
2399,市场营销,3.0-3.5,0,无,494 (通过),二级,无,日常实习,金融机构,部分相关,技术岗,财务分析师,10000
2400,金融学,3.0-3.5,0,无,500 (通过),二级,无,日常实习,创业公司,完全相关,技术岗,财务分析师,10500
2401,新闻学,2.0-3.0,0,无,307 (未通过),一级,新媒体,暑期实习,自由职业,部分相关,技术岗,其他,8000
2402,会计学,3.0-3.5,0,无,470 (通过),二级,无,毕业实习,四大会计师事务所,完全相关,技术岗,量化研究员,12000
2403,软件工程,3.5+,0,校奖,524 (通过),三级,无,毕业实习,中小型企业,部分相关,技术岗,数据分析师,13500
2404,工商管理,2.0-3.0,0,无,362 (未通过),二级,计算机科学,暑期实习,外资企业,完全相关,非技术岗,市场营销专员,11000
2405,机械工程,3.0-3.5,0,无,517 (通过),三级,无,暑期实习,民营企业,完全相关,技术岗,机械设计师,11000
2406,市场营销,2.0-3.0,0,无,300 (未通过),二级,无,毕业实习,外资企业,部分相关,技术岗,财务分析师,9500
2407,人工智能,3.5+,0,校奖,546 (通过),三级,电子工程,暑期实习,中小型企业,无关,技术岗,数据分析师,14500
2408,软件工程,3.5+,0,校奖,388 (未通过),三级,无,毕业实习,中小型企业,无关,技术岗,软件开发工程师,12000
2409,新闻学,2.0-3.0,0,无,345 (未通过),一级,无,暑期实习,自由职业,部分相关,技术岗,其他,8000
2410,土木工程,3.0-3.5,0,省奖,501 (通过),三级,无,毕业实习,外企,部分相关,非技术岗,生产主管,10000
2411,计算机科学与技术,3.5+,0,校奖,522 (通过),三级,无,暑期实习,独角兽企业,无关,技术岗,软件开发工程师,14000
2412,法学,2.0-3.0,1,无,524 (通过),一级,无,日常实习,自由职业,完全相关,非技术岗,教育培训,7500
2413,通信工程,3.0-3.5,0,无,427 (通过),三级,无,暑期实习,行业龙头,部分相关,技术岗,自动化控制师,11000
2414,土木工程,3.0-3.5,0,省奖,479 (通过),二级,无,毕业实习,央企,完全相关,技术岗,结构工程师,10000
2415,机械工程,2.0-3.0,0,无,401 (未通过),二级,计算机科学,暑期实习,国企,无关,技术岗,材料研发员,10000
2416,土木工程,3.0-3.5,0,无,571 (通过),二级,无,日常实习,外企,完全相关,技术岗,材料研发员,10500
2417,工商管理,3.5+,0,国奖,668 (通过),无,无,暑期实习,金融机构,无关,技术岗,财务分析师,12500
2418,计算机科学与技术,3.0-3.5,0,无,444 (通过),三级,无,毕业实习,中小型企业,完全相关,技术岗,数据分析师,13000
2419,计算机科学与技术,2.0-3.0,0,无,449 (通过),三级,无,毕业实习,中小型企业,完全相关,非技术岗,技术销售,14000
2420,电子工程,3.0-3.5,0,无,515 (通过),二级,无,暑期实习,研究院所,完全相关,非技术岗,项目协调员,12000
2421,市场营销,3.0-3.5,0,无,505 (通过),二级,无,日常实习,外资企业,完全相关,技术岗,量化研究员,10500
2422,市场营销,3.5+,0,国奖,550 (通过),无,法学,毕业实习,外资企业,无关,非技术岗,HRBP,12000
2423,金融学,2.0-3.0,0,无,494 (通过),无,心理学,日常实习,四大会计师事务所,完全相关,技术岗,量化研究员,10500
2424,电子工程,3.5+,0,校奖,581 (通过),三级,无,毕业实习,行业龙头,完全相关,技术岗,自动化控制师,12000
2425,机械工程,2.0-3.0,1,无,381 (未通过),二级,无,日常实习,国企,完全相关,技术岗,结构工程师,10000
2426,电子工程,3.5+,0,校奖,608 (通过),二级,无,暑期实习,研究院所,完全相关,技术岗,电子工程师,12500
2427,人工智能,3.0-3.5,0,无,485 (通过),三级,金融学,暑期实习,上市科技公司,部分相关,技术岗,系统架构师,13000
2428,会计学,2.0-3.0,0,无,424 (未通过),无,计算机科学,暑期实习,创业公司,完全相关,非技术岗,HRBP,10500
2429,自动化,3.0-3.5,0,无,511 (通过),二级,无,暑期实习,行业龙头,完全相关,技术岗,自动化控制师,11500
2430,信息安全,2.0-3.0,0,无,455 (通过),三级,无,暑期实习,上市科技公司,完全相关,技术岗,系统架构师,13000
2431,土木工程,2.0-3.0,0,无,442 (通过),二级,无,毕业实习,国企,完全相关,非技术岗,质量检测员,10000
2432,通信工程,3.5+,0,无,591 (通过),三级,无,日常实习,研究院所,部分相关,技术岗,自动化控制师,12000
2433,计算机科学与技术,3.0-3.5,0,无,440 (通过),三级,无,暑期实习,世界500强,部分相关,技术岗,算法工程师,15000
2434,会计学,3.0-3.5,0,无,421 (未通过),二级,计算机科学,毕业实习,外资企业,部分相关,技术岗,财务分析师,10000
2435,电子工程,3.0-3.5,0,无,447 (通过),二级,无,毕业实习,行业龙头,完全相关,技术岗,自动化控制师,13000
2436,计算机科学与技术,3.0-3.5,0,省奖,632 (通过),三级,无,毕业实习,中小型企业,完全相关,技术岗,软件开发工程师,13500
2437,金融学,3.0-3.5,0,无,409 (未通过),二级,无,毕业实习,金融机构,完全相关,技术岗,量化研究员,10500
2438,工商管理,2.0-3.0,0,无,385 (未通过),二级,心理学,暑期实习,外资企业,完全相关,非技术岗,HRBP,10000
2439,工商管理,2.0-3.0,0,无,409 (未通过),二级,法学,日常实习,创业公司,部分相关,技术岗,财务分析师,10500
2440,人工智能,3.5+,0,无,458 (通过),三级,无,暑期实习,中小型企业,部分相关,非技术岗,IT项目经理,14000
2441,信息安全,3.0-3.5,0,校奖,542 (通过),三级,无,毕业实习,中小型企业,完全相关,技术岗,算法工程师,13000
2442,人工智能,2.0-3.0,0,无,425 (通过),四级,无,毕业实习,世界500强,完全相关,技术岗,系统架构师,14500
2443,新闻学,2.0-3.0,0,无,362 (未通过),无,无,毕业实习,教育机构,完全相关,技术岗,其他,8000
2444,软件工程,3.0-3.5,0,无,550 (通过),三级,无,日常实习,上市科技公司,完全相关,非技术岗,技术销售,15000
2445,自动化,3.5+,0,无,566 (通过),二级,无,暑期实习,中小型企业,完全相关,技术岗,电子工程师,11500
2446,电子工程,3.0-3.5,0,无,503 (通过),三级,无,日常实习,央企,完全相关,技术岗,通信工程师,12000
2447,新闻学,3.0-3.5,0,无,372 (未通过),无,无,毕业实习,传媒机构,完全相关,非技术岗,教育培训,8000
2448,通信工程,3.5+,0,省奖,554 (通过),三级,无,暑期实习,中小型企业,部分相关,技术岗,通信工程师,13000
2449,电子工程,3.5+,0,省奖,532 (通过),二级,无,暑期实习,研究院所,部分相关,技术岗,通信工程师,12000
2450,材料工程,2.0-3.0,0,无,354 (未通过),二级,无,日常实习,民营企业,完全相关,技术岗,结构工程师,10000
2451,电子工程,2.0-3.0,0,无,407 (未通过),三级,无,暑期实习,央企,完全相关,非技术岗,项目协调员,11000
2452,信息安全,3.5+,0,校奖,652 (通过),三级,无,日常实习,中小型企业,完全相关,技术岗,软件开发工程师,14500
2453,软件工程,3.0-3.5,0,无,447 (通过),四级,无,日常实习,上市科技公司,部分相关,非技术岗,IT项目经理,14000
2454,信息安全,3.5+,0,省奖,670 (通过),三级,金融学,日常实习,中小型企业,完全相关,技术岗,数据分析师,16000
2455,通信工程,3.0-3.5,0,无,476 (通过),二级,无,毕业实习,研究院所,完全相关,非技术岗,技术顾问,11500
2456,软件工程,3.0-3.5,0,无,477 (通过),三级,无,暑期实习,独角兽企业,完全相关,技术岗,系统架构师,13500
2457,人工智能,2.0-3.0,0,无,453 (通过),三级,电子工程,日常实习,中小型企业,部分相关,技术岗,数据分析师,14000
2458,市场营销,3.5+,0,省奖,579 (通过),二级,无,暑期实习,创业公司,部分相关,技术岗,量化研究员,12000
2459,通信工程,3.0-3.5,0,无,561 (通过),二级,无,日常实习,央企,无关,技术岗,电子工程师,12500
2460,新闻学,2.0-3.0,1,无,447 (通过),无,经济学,日常实习,自由职业,部分相关,非技术岗,教育培训,8000
2461,信息安全,2.0-3.0,0,无,432 (通过),三级,无,毕业实习,上市科技公司,完全相关,非技术岗,技术销售,14500
2462,金融学,3.0-3.5,0,无,429 (通过),二级,无,暑期实习,四大会计师事务所,完全相关,技术岗,财务分析师,11500
2463,电子工程,3.5+,0,校奖,521 (通过),二级,无,毕业实习,行业龙头,完全相关,非技术岗,项目协调员,12000
2464,机械工程,2.0-3.0,0,无,426 (通过),二级,计算机科学,毕业实习,国企,完全相关,技术岗,结构工程师,10000
2465,机械工程,3.5+,0,校奖,629 (通过),二级,无,毕业实习,央企,完全相关,技术岗,机械设计师,10500
2466,计算机科学与技术,2.0-3.0,0,无,438 (通过),三级,电子工程,暑期实习,中小型企业,完全相关,非技术岗,产品经理,13000
2467,电子工程,2.0-3.0,0,无,465 (通过),三级,无,暑期实习,中小型企业,部分相关,技术岗,通信工程师,12000
2468,计算机科学与技术,2.0-3.0,0,无,497 (通过),三级,无,日常实习,中小型企业,完全相关,技术岗,系统架构师,13500
2469,计算机科学与技术,2.0-3.0,0,无,436 (通过),三级,无,毕业实习,中小型企业,完全相关,非技术岗,技术销售,13500
2470,软件工程,2.0-3.0,0,无,473 (通过),四级,无,日常实习,独角兽企业,部分相关,技术岗,系统架构师,14000
2471,机械工程,3.5+,0,校奖,488 (通过),三级,计算机科学,暑期实习,国企,部分相关,技术岗,材料研发员,10500
2472,土木工程,2.0-3.0,0,无,332 (未通过),二级,无,暑期实习,央企,完全相关,技术岗,机械设计师,10000
2473,自动化,3.0-3.5,0,无,563 (通过),三级,无,日常实习,行业龙头,完全相关,非技术岗,技术顾问,12500
2474,通信工程,3.0-3.5,0,无,487 (通过),三级,无,日常实习,行业龙头,完全相关,非技术岗,项目协调员,12500
2475,自动化,3.5+,0,无,582 (通过),三级,无,日常实习,行业龙头,部分相关,技术岗,通信工程师,12000
2476,人工智能,3.0-3.5,0,无,501 (通过),四级,无,日常实习,独角兽企业,部分相关,技术岗,软件开发工程师,13500
2477,英语,2.0-3.0,1,无,431 (通过),无,新媒体,日常实习,事业单位,无关,非技术岗,内容运营,7500
2478,人工智能,3.0-3.5,0,无,483 (通过),三级,无,暑期实习,上市科技公司,完全相关,非技术岗,产品经理,14500
2479,电子工程,3.5+,0,省奖,583 (通过),三级,无,毕业实习,研究院所,完全相关,技术岗,自动化控制师,12000
2480,计算机科学与技术,3.5+,0,无,477 (通过),三级,数学,日常实习,中小型企业,部分相关,技术岗,算法工程师,13500
2481,会计学,2.0-3.0,1,无,488 (通过),二级,无,暑期实习,外资企业,完全相关,技术岗,财务分析师,10500
2482,工商管理,2.0-3.0,1,无,300 (未通过),二级,无,毕业实习,外资企业,部分相关,技术岗,量化研究员,10500
2483,会计学,2.0-3.0,0,无,392 (未通过),无,无,毕业实习,创业公司,完全相关,技术岗,财务分析师,11500
2484,信息安全,2.0-3.0,1,无,451 (通过),四级,无,暑期实习,中小型企业,部分相关,非技术岗,技术销售,13500
2485,信息安全,3.0-3.5,0,无,529 (通过),四级,无,毕业实习,独角兽企业,完全相关,非技术岗,产品经理,13000
2486,软件工程,3.0-3.5,0,省奖,526 (通过),四级,无,毕业实习,中小型企业,完全相关,技术岗,数据分析师,13500
2487,金融学,3.5+,0,省奖,652 (通过),无,无,暑期实习,外资企业,完全相关,技术岗,量化研究员,13000
2488,法学,2.0-3.0,1,无,300 (未通过),无,无,日常实习,自由职业,完全相关,非技术岗,教育培训,7500
2489,信息安全,2.0-3.0,2,无,407 (未通过),三级,无,日常实习,上市科技公司,部分相关,技术岗,数据分析师,13000
2490,市场营销,2.0-3.0,0,无,438 (通过),二级,无,暑期实习,金融机构,完全相关,技术岗,财务分析师,10500
2491,机械工程,3.0-3.5,0,无,456 (通过),二级,无,毕业实习,央企,完全相关,技术岗,材料研发员,9500
2492,人工智能,3.0-3.5,0,无,554 (通过),三级,电子工程,毕业实习,世界500强,无关,技术岗,软件开发工程师,14500
2493,电子工程,2.0-3.0,0,无,475 (通过),三级,无,暑期实习,央企,部分相关,技术岗,电子工程师,12000
2494,人工智能,3.5+,0,校奖,566 (通过),四级,无,日常实习,独角兽企业,完全相关,技术岗,数据分析师,14000
2495,材料工程,2.0-3.0,1,无,448 (通过),二级,无,日常实习,国企,完全相关,技术岗,机械设计师,10500
2496,英语,3.5+,0,国奖,447 (通过),无,无,暑期实习,教育机构,完全相关,非技术岗,教育培训,8000
2497,英语,3.0-3.5,0,无,428 (通过),无,无,毕业实习,自由职业,无关,技术岗,其他,8000
2498,土木工程,3.5+,0,校奖,536 (通过),三级,无,毕业实习,国企,部分相关,技术岗,机械设计师,10500
2499,电子工程,3.0-3.5,0,校奖,570 (通过),三级,无,毕业实习,研究院所,完全相关,非技术岗,项目协调员,12000
2500,人工智能,3.5+,0,无,438 (通过),三级,无,毕业实习,独角兽企业,完全相关,技术岗,软件开发工程师,13500
2501,自动化,3.5+,0,省奖,692 (通过),三级,无,日常实习,央企,部分相关,技术岗,通信工程师,12500
2502,新闻学,2.0-3.0,0,无,389 (未通过),无,无,日常实习,教育机构,部分相关,技术岗,其他,8000
2503,工商管理,2.0-3.0,0,无,414 (未通过),无,无,日常实习,四大会计师事务所,完全相关,技术岗,量化研究员,10500
2504,新闻学,3.5+,0,校奖,604 (通过),无,无,暑期实习,事业单位,完全相关,技术岗,其他,8000
2505,机械工程,2.0-3.0,0,无,356 (未通过),三级,无,毕业实习,国企,部分相关,技术岗,材料研发员,9500
2506,工商管理,2.0-3.0,1,无,368 (未通过),二级,无,毕业实习,外资企业,无关,技术岗,量化研究员,11000
2507,法学,2.0-3.0,0,无,445 (通过),无,无,日常实习,教育机构,完全相关,技术岗,其他,8000
2508,软件工程,3.0-3.5,0,无,568 (通过),三级,无,暑期实习,独角兽企业,完全相关,技术岗,数据分析师,14500
2509,自动化,3.5+,0,省奖,559 (通过),二级,无,暑期实习,央企,完全相关,技术岗,电子工程师,11500
2510,金融学,2.0-3.0,1,无,314 (未通过),无,无,毕业实习,四大会计师事务所,完全相关,技术岗,财务分析师,12000
2511,自动化,3.0-3.5,0,无,448 (通过),二级,无,暑期实习,行业龙头,无关,非技术岗,技术顾问,12000
2512,信息安全,3.0-3.5,0,无,455 (通过),四级,无,日常实习,中小型企业,完全相关,非技术岗,产品经理,13500
2513,信息安全,3.5+,0,省奖,582 (通过),三级,无,暑期实习,世界500强,完全相关,非技术岗,技术销售,15000
2514,法学,2.0-3.0,0,无,332 (未通过),无,无,日常实习,事业单位,部分相关,技术岗,其他,8500
2515,材料工程,3.0-3.5,0,省奖,447 (通过),二级,无,暑期实习,央企,完全相关,技术岗,机械设计师,10000
2516,通信工程,3.5+,0,国奖,576 (通过),三级,无,毕业实习,行业龙头,完全相关,技术岗,通信工程师,13000
2517,新闻学,3.0-3.5,0,无,437 (通过),一级,无,日常实习,传媒机构,部分相关,非技术岗,行政助理,8000
2518,会计学,2.0-3.0,0,无,311 (未通过),二级,无,毕业实习,创业公司,完全相关,技术岗,财务分析师,11500
2519,软件工程,3.0-3.5,0,无,497 (通过),三级,无,日常实习,独角兽企业,完全相关,技术岗,数据分析师,13500
2520,汉语言文学,2.0-3.0,0,无,422 (未通过),无,无,日常实习,教育机构,部分相关,技术岗,其他,7500
2521,自动化,3.0-3.5,0,无,573 (通过),三级,无,日常实习,中小型企业,完全相关,技术岗,通信工程师,12000
2522,土木工程,2.0-3.0,0,无,543 (通过),二级,无,毕业实习,央企,完全相关,非技术岗,质量检测员,10000
2523,电子工程,2.0-3.0,0,无,369 (未通过),三级,无,毕业实习,行业龙头,无关,非技术岗,项目协调员,10500
2524,机械工程,3.5+,0,校奖,664 (通过),二级,无,毕业实习,国企,完全相关,技术岗,机械设计师,10000
2525,计算机科学与技术,3.0-3.5,0,无,479 (通过),三级,无,暑期实习,中小型企业,完全相关,技术岗,算法工程师,13500
2526,金融学,2.0-3.0,0,无,429 (通过),无,无,暑期实习,外资企业,完全相关,技术岗,财务分析师,11000
2527,新闻学,2.0-3.0,0,无,387 (未通过),无,无,暑期实习,教育机构,完全相关,非技术岗,教育培训,8500
2528,金融学,3.0-3.5,0,无,470 (通过),二级,无,暑期实习,四大会计师事务所,完全相关,技术岗,财务分析师,11500
2529,自动化,3.5+,0,省奖,616 (通过),三级,无,暑期实习,行业龙头,完全相关,技术岗,通信工程师,12000
2530,自动化,3.0-3.5,0,无,543 (通过),三级,无,暑期实习,中小型企业,完全相关,技术岗,电子工程师,12000
